,name,latitude,longitude,delivery_review_number,location
372,Spot 360 - DoubleTree Suites by Hilton,12.9191900000,77.6650470000,0,"DoubleTree Suites By Hilton, Sarjapur, Bangalore"
373,Easy Tiger,12.9743768345,77.6071546599,0,"Church Street, Bangalore"
374,Fire Station,12.8415147929,77.6474189758,"2,402","Electronic City, Bangalore"
375,Arion Biryani's,12.9312132000,77.6849676000,52,"Bellandur, Bangalore"
376,Infuse Tea & Snacks Adda,12.9484602000,77.7143883000,20,"Marathahalli, Bangalore"
377,9 Tables Restaurant,12.9312474724,77.6847942173,320,"Bellandur, Bangalore"
378,Mavalli Tiffin Room (MTR),12.9551416244,77.5855625421,0,"Basavanagudi, Bangalore"
379,Namma Mysuru Cafe,12.9386088000,77.5809065000,19,"Jayanagar, Bangalore"
380,Justbe By Nidhi Nahata,13.0072103486,77.5794424117,581,"Sadashiv Nagar, Bangalore"
381,Hungry Hippie,12.9345743291,77.6158493757,91,"Koramangala 5th Block, Bangalore"
382,Scottish Pub,12.9719519312,77.6009470224,0,"St. Marks Road, Bangalore"
383,1947,12.9266474425,77.5164832547,"2,396","Rajarajeshwari Nagar, Bangalore"
384,BurgerMan,12.9701324000,77.6371193000,505,"Indiranagar, Bangalore"
385,Lotus - Visthara Hotel,13.0599373000,77.5928168000,0,"Sahakara Nagar, Bangalore"
386,Street Storyss,12.9703225737,77.6358700544,728,"Indiranagar, Bangalore"
387,Lucky Chan - Dimsum & Sushi Parlour,12.9702092011,77.6431639865,687,"Indiranagar, Bangalore"
388,Nothing Before Coffee,12.9371495818,77.5717991218,39,"Basavanagudi, Bangalore"
389,Sproutive,12.9019412000,77.6757780000,13,"Sarjapur Road, Bangalore"
390,Kairali Kitchen And Restaurant,12.8565499142,77.7819626243,226,"Attibele, Bangalore"
391,Sri Annapoorna Devi Andhra Deluxe Mess,12.9185691000,77.6852713000,236,"Bellandur, Bangalore"
392,Namma Madurai,12.9575830284,77.7088787779,15.2K,"Marathahalli, Bangalore"
393,Fia's Lounge,12.9659759933,77.6027837285,0,"Richmond Road, Bangalore"
394,46 Ounces Brewgarden,12.8496703000,77.6578841000,625,"Electronic City, Bangalore"
395,Boteco Restaurante Brasileiro,12.9705370069,77.6104742178,0,"MG Road, Bangalore"
396,Range Dine In & Kitchen,12.8795714302,77.5166596100,5,"Kanakapura Road, Bangalore"
397,Maya,12.9218385118,77.5848406926,134,"Jayanagar, Bangalore"
398,Kyba- Sushi Dim Sums & More,13.0599104176,77.5928461459,402,"Sahakara Nagar, Bangalore"
399,Bhola & Blonde,12.9700928880,77.6391778886,30,"Indiranagar, Bangalore"
400,Chili's Grill & Bar,12.9807665000,77.5636663000,73,"Lulu Mall, Bangalore"
401,Nanav Store & Cafe,12.9672739116,77.6421055198,23,"Indiranagar, Bangalore"
402,Shift Lounge,12.9523084000,77.6400124000,0,"Domlur, Bangalore"
403,Bombay Brasserie,12.9703506718,77.6458730176,749,"Indiranagar, Bangalore"
404,Chapter One Bar | Maiin,13.0323492151,77.5697100163,266,"New BEL Road, Bangalore"
405,Sweets Of India,12.9145569689,77.6056583226,11,"BTM, Bangalore"
406,Venkateshwara Hotel,12.9308517497,77.6034086198,19,"Hosur Road, Bangalore"
407,Jagli Tindi,12.9204290815,77.5972469151,100,"Jayanagar, Bangalore"
408,Belur Cafe,13.0488817000,77.5103917000,43,"Jalahalli, Bangalore"
409,Bob's Bar,12.9671079348,77.6412827522,"2,835","Indiranagar, Bangalore"
410,Salvadores,12.9732940929,77.6113050431,0,"MG Road, Bangalore"
411,Talli Terrace,12.9752200889,77.6039189100,38,"Church Street, Bangalore"
412,Gabru Di Chaap,12.9977038000,77.6970011000,257,"Phoenix Marketcity Bangalore, Whitefield, Bangalore"
413,Caffé Allora,12.9977634236,77.6964588091,199,"Phoenix Marketcity Bangalore, Whitefield, Bangalore"
414,Nomad Pizza,12.9185810873,77.6700152267,0,"Sarjapur Road, Bangalore"
415,Via Milano,12.9008619170,77.7109222859,933,"Sarjapur Road, Bangalore"
416,White Lotus Club,12.9151339000,77.6660495000,0,"Sarjapur Road, Bangalore"
417,The Big Baadshaah,12.9484192000,77.6988763000,810,"Marathahalli, Bangalore"
418,Leon's Burgers & Wings,12.9804302000,77.6409874000,28.2K,"Indiranagar, Bangalore"
419,Marquis - Radisson Blu,12.9497258174,77.6992365718,0,"Radisson Blu, Marathahalli, Bangalore"
420,Yauatcha,12.9733261000,77.6203589000,447,"1 MG Road Mall, MG Road, Bangalore"
421,Smooth Criminal,12.9342665000,77.6160878000,2,"Koramangala 5th Block, Bangalore"
422,Saffron By Sanmanaa,12.9849993000,77.5601253000,107,"Rajajinagar, Bangalore"
423,Mumbai Chai Cafe,12.9307553132,77.6849916177,0,"Bellandur, Bangalore"
424,Taaza Thindi,12.9268575615,77.5481604785,0,"Banashankari, Bangalore"
425,Bengaluru Cafe,12.9392413000,77.5839074000,30,"Jayanagar, Bangalore"
426,Delhi Highway,12.9702392596,77.6393374801,"3,946","Indiranagar, Bangalore"
427,Dr. Sheesha,13.0083968240,77.5489594415,19,"Rajajinagar, Bangalore"
