,Restaurant_id,Name,Location,Price_for_two,Cuisines,Rating,Delivery_review_number,Price_for_one
181,181,Tiamo - Conrad Bengaluru,"Conrad Bengaluru, Ulsoor, Bangalore",3000,"Italian, Mediterranean, Fast Food",4.0,0.0,1500.0
182,182,White Garden,"Kalyan Nagar, Bangalore",1600,"North Indian, Italian, Lebanese, Asian, Continental, Desserts",4.2,0.0,800.0
183,183,1522 - The Pub,"JP Nagar, Bangalore",1800,"Chinese, North Indian, Mughlai, Finger Food, Seafood",4.4,1472.0,900.0
184,184,The Peak,"Sahakara Nagar, Bangalore",1000,"Continental, Mangalorean",4.3,0.0,500.0
185,185,Burma Burma - Indiranagar,"Indiranagar, Bangalore",1800,"Burmese, Asian, Salad, Bubble Tea, Ice Cream, Desserts",4.8,1985.0,900.0
186,186,Mallika Biryani - Bileshivale Road,"Hennur, Bangalore",500,"Biryani, South Indian",4.2,6347.0,250.0
187,187,Punjab Grill,"Forum Shantiniketan Mall, Whitefield, Bangalore",2000,"North Indian, Kebab, Biryani, Desserts, Beverages",4.4,3778.0,1000.0
188,188,The Pump House,"JP Nagar, Bangalore",2500,"Continental, Chinese, North Indian, Italian, Asian, Salad, Pizza, Desserts",4.4,398.0,1250.0
189,189,Pizza 4P's,"Indiranagar, Bangalore",1000,Pizza,0.0,0.0,500.0
190,190,Pasta Street,"JP Nagar, Bangalore",1800,"Pasta, Pizza, Italian, Salad, Desserts, Beverages",4.4,2255.0,900.0
191,191,The Filter Coffee,"Indiranagar, Bangalore",200,"South Indian, Beverages",3.6,2330.0,100.0
192,192,The Pallet,"Whitefield, Bangalore",2500,"Finger Food, North Indian, Continental, Chinese, Italian, Beverages",4.3,2622.0,1250.0
193,193,The Groot,"Bhartiya Mall of Bengaluru, Bangalore",1000,"Italian, North Indian, Chinese, Burger, Pasta, Pizza, Salad, Desserts",3.8,29.0,500.0
194,194,Flyover Drinkery,"Esteem Mall, Hebbal, Bangalore",1800,"Bar Food, Continental, Oriental, Asian, Pasta, North Indian, South Indian, Desserts",4.4,0.0,900.0
195,195,Geometry Gastropub,"New BEL Road, Bangalore",1600,"Continental, North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages",4.4,0.0,800.0
196,196,The Persian Terrace - Sheraton Grand Bangalore Hotel at Brigade Gateway,"Sheraton Grand Bangalore Hotel at Brigade Gateway, Bangalore",3500,"Iranian, Mediterranean, Afghan, Seafood, Desserts",4.2,0.0,1750.0
197,197,Burger King,"HSR, Bangalore",400,"Burger, Fast Food, Desserts, Beverages",3.8,45400.0,200.0
198,198,Burgermeister - Burgers Shakes & Wings,"HSR, Bangalore",300,"Burger, Fast Food, Shake, Beverages, Desserts",3.8,811.0,150.0
199,199,Tanjosh,"Domlur, Bangalore",1000,"North Indian, Mughlai, Chinese, Desserts",0.0,2.0,500.0
200,200,Flechazo,"Marathahalli, Bangalore",1000,"North Indian, Chinese, Pizza, Continental, Fast Food, Desserts, Shake, Beverages",4.3,19.0,500.0
201,201,Plan B,"Koramangala 7th Block, Bangalore",1600,"American, Continental, Burger, Pizza, Tex-Mex, Fast Food",4.0,451.0,800.0
202,202,Levels Pub & Kitchen,"JP Nagar, Bangalore",1700,"Asian, South Indian, North Indian",4.4,724.0,850.0
203,203,"Torye Drink, Dine & Dance","Rajarajeshwari Nagar, Bangalore",2000,Continental,3.7,0.0,1000.0
204,204,Bologna,"Indiranagar, Bangalore",1500,"Italian, Pasta, Pizza, Desserts",4.8,958.0,750.0
205,205,The Soda Factory,"Nagarbhavi, Bangalore",1100,"North Indian, Chinese, Pasta, Pizza, Fast Food, Biryani, Desserts, Beverages",4.3,220.0,550.0
206,206,Khai Khai,"HSR, Bangalore",500,"Bengali, North Indian, Biryani, Rolls, Continental, Street Food, Beverages",4.1,10100.0,250.0
207,207,Cafe Reset Your Happy Place,"Koramangala 6th Block, Bangalore",950,"Healthy Food, Continental, Italian, Beverages",4.6,131.0,475.0
208,208,Sugar Factory Reloaded,"Koramangala 5th Block, Bangalore",1800,"North Indian, Continental, Italian, Chinese, Asian, American",4.1,4.0,900.0
209,209,Geist Brewing Co.,"Old Madras Road, Bangalore",1700,"American, Pizza, Italian, Fast Food, North Indian, Pasta, Desserts, Beverages",4.2,198.0,850.0
210,210,Rajdhani,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1200,"Gujarati, North Indian, Rajasthani",4.0,4566.0,600.0
211,211,Inanna Tap Room,"Bannerghatta Road, Bangalore",2000,"Chinese, North Indian, Burger, Pizza, Italian, Desserts",4.1,407.0,1000.0
212,212,Dobaraa,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1200,"Continental, North Indian, Salad, Desserts",4.3,272.0,600.0
213,213,Third Wave Coffee,"Banashankari, Bangalore",700,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",4.1,967.0,350.0
214,214,Vyana Flavors Of Nature,"JP Nagar, Bangalore",1700,"North Indian, Oriental, Continental, Chinese, Salad, Pizza, Fast Food, Desserts",3.9,106.0,850.0
215,215,Toca,"Koramangala 5th Block, Bangalore",1400,"Chinese, Fast Food, Steak, Pasta, Asian, Biryani, Desserts",4.2,6.0,700.0
216,216,Oziano,"Varthur Main Road, Whitefield, Bangalore",1000,"Bengali, Biryani",4.0,7847.0,500.0
217,217,Kapoor's Chaat Bhandaar,"Sarjapur Road, Bangalore",500,"Street Food, Desserts, Beverages",4.0,196.0,250.0
218,218,Pinds Of Punjab,"Kadubeesanahalli, Bangalore",200,"North Indian, Street Food, Beverages",4.4,611.0,100.0
219,219,Yellow Door - The Neighbourhood Kitchen,"Koramangala 5th Block, Bangalore",1100,"North Indian, Asian, Italian, Fast Food",4.3,193.0,550.0
220,220,Dock 66,"Whitefield, Bangalore",1800,"North Indian, South Indian",4.3,1.0,900.0
221,221,Sindh Punjab,"Brookefield, Bangalore",400,"North Indian, Sindhi, Street Food, Beverages, Chinese",4.0,1316.0,200.0
222,222,Yuki,"Indiranagar, Bangalore",1600,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts",4.5,144.0,800.0
223,223,Gopaljee Cafe,"Brookefield, Bangalore",400,"Street Food, North Indian",4.2,4855.0,200.0
224,224,Communiti,"Brigade Road, Bangalore",1800,"American, Continental, European, Italian, Oriental, Burger, Beverages",4.5,0.0,900.0
225,225,A2B - Adyar Ananda Bhavan,"Varthur Main Road, Whitefield, Bangalore",700,"South Indian, Street Food, Biryani, Beverages",4.1,32000.0,350.0
226,226,Daysie - All Day Casual Bar,"MG Road, Bangalore",1300,"North Indian, Italian, Continental, Asian, Chinese, Bar Food, Desserts",4.4,112.0,650.0
227,227,Poco A Poco - Global Food & Music,"Whitefield, Bangalore",1000,"Continental, Chinese, North Indian, Italian, Cafe, Asian, South Indian, Beverages",4.5,20.0,500.0
228,228,Barrys Sky Lounge,"Kalyan Nagar, Bangalore",1000,"Chinese, North Indian, Oriental, Mughlai, Biryani",4.3,43.0,500.0
229,229,Monsoon - The Park Bangalore,"The Park, MG Road, Bangalore",3500,"Italian, North Indian, Continental, Asian, Seafood, Desserts",3.8,73.0,1750.0
230,230,Lifetree,"Richmond Road, Bangalore",1700,"North Indian, Continental, Pizza, Fast Food, Biryani, Desserts, Beverages",4.3,43.0,850.0
231,231,The Reservoire,"Koramangala 5th Block, Bangalore",2000,"North Indian, Biryani, Asian, Italian, Continental, Bar Food, Desserts, Beverages",4.4,799.0,1000.0
232,232,Brooks And Bonds Brewery,"Koramangala 5th Block, Bangalore",2000,"Continental, American, North Indian, Italian, Fast Food, Beverages, Desserts",4.2,71.0,1000.0
233,233,Xochi Bar And Kitchen,"Bellandur, Bangalore",2500,"Asian, North Indian, Continental",4.5,416.0,1250.0
234,234,Stegi - Modern Indian,"Jayanagar, Bangalore",1400,"North Indian, Italian, Fast Food, Desserts, Beverages",4.1,107.0,700.0
235,235,Full Circle,"Rajarajeshwari Nagar, Bangalore",1504,North Indian,4.1,422.0,752.0
236,236,Down Town Tap Room,"Brigade Road, Bangalore",1700,"Continental, Pizza, Burger, Fast Food, Biryani, Desserts, Bar Food, Beverages",4.6,0.0,850.0
237,237,Indigo XP,"Koramangala 5th Block, Bangalore",2000,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",4.0,6.0,1000.0
238,238,House Of Commons,"HSR, Bangalore",1200,"Bar Food, Fast Food, North Indian, Continental, Seafood, Italian, Chinese, Desserts",4.5,1296.0,600.0
239,239,Chianti,"Forum Falcon City Mall, Kanakapura Roaad, Bangalore",1800,"Italian, Pizza, Pasta, Desserts",4.9,322.0,900.0
240,240,Grill Daddy,"Kalyan Nagar, Bangalore",1100,"Continental, Pizza, Burger, Sandwich, Steak, Desserts, Shake, Beverages",4.2,204.0,550.0
241,241,Mannheim Craft Brewery,"Garuda Mall, Magrath Road, Bangalore",1500,"South Indian, North Indian, Continental, Desserts, Asian",4.4,0.0,750.0
242,242,Babai Tiffins,"Sarjapur Road, Bangalore",150,South Indian,4.0,3087.0,75.0
243,243,Kling Brewery,"Church Street, Bangalore",1500,"Continental, European, Asian, Chinese, North Indian, South Indian, Seafood",4.2,0.0,750.0
244,244,Drink & Dine,"SG Arcade, Bangalore",1700,"North Indian, Chinese, Mughlai, Sandwich, Burger, Pizza, Biryani, Desserts",4.2,278.0,850.0
245,245,Maverick & Farmer Coffee,"Koramangala 4th Block, Bangalore",1000,"Cafe, Sandwich, Fast Food, Salad, Burger, Italian, Desserts, Beverages",3.9,183.0,500.0
246,246,2 Rabbits Bakes,"Koramangala 5th Block, Bangalore",600,"Bakery, Desserts",3.9,0.0,300.0
247,247,Thela Tapri By Sharma's Kitchen,"BTM, Bangalore",250,"North Indian, Fast Food",3.9,1913.0,125.0
248,248,Ishaara,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",2500,"North Indian, Mughlai, Kebab, Biryani",4.5,148.0,1250.0
249,249,Proxy,"Marathahalli, Bangalore",1200,"Finger Food, Street Food, Pasta, Bar Food, Desserts",4.4,84.0,600.0
250,250,Horizon,"World Trade Center, Bangalore",3000,"Chinese, Japanese, Asian, Salad, Thai, Desserts, Beverages",4.4,0.0,1500.0
251,251,Don't Tell Mama,"HSR, Bangalore",2000,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",3.9,0.0,1000.0
252,252,Shokudo,"Jayanagar, Bangalore",1500,"Japanese, Thai, Chinese, Asian, Sushi, Desserts, Beverages, Korean",4.1,158.0,750.0
253,253,Kappa Chakka Kandhari,"Koramangala 6th Block, Bangalore",1800,"Kerala, South Indian, Desserts, Beverages",4.2,0.0,900.0
254,254,AB's - Absolute Barbecues,"Marathahalli, Bangalore",1850,"Biryani, BBQ, Kebab, North Indian, Desserts",4.5,2712.0,925.0
255,255,MoMo Cafe - Courtyard By Marriott,"Courtyard & Fairfield by Marriott, Bangalore",2800,"North Indian, Asian, Fast Food, Continental, Italian, Desserts, Beverages",4.0,112.0,1400.0
256,256,Chai Point,"Church Street, Bangalore",250,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts, Cafe",4.1,2571.0,125.0
257,257,Gatsby,"Bannerghatta Road, Bangalore",2500,"Finger Food, Healthy Food, North Indian, Asian, Sushi, Chinese, South Indian, Pizza",4.4,141.0,1250.0
258,258,Hangover Brewery,"Koramangala 7th Block, Bangalore",2000,"Continental, North Indian, Chinese, Finger Food, Burger, Pizza, Desserts",4.0,4.0,1000.0
259,259,Gilly's Restobar,"Bannerghatta Road, Bangalore",2000,"North Indian, European, Bar Food, Italian, Fast Food, Desserts, Beverages",4.3,98.0,1000.0
260,260,Celeb’s Restobar,"Brookefield, Bangalore",1300,Bar Food,4.3,0.0,650.0
261,261,The Irish House,"RMZ Ecoworld, Bellandur, Bangalore",2000,"European, American, Italian, BBQ, Beverages, Desserts",4.2,173.0,1000.0
262,262,Dhaba - Estd 1986 Delhi,"Indiranagar, Bangalore",2500,"North Indian, Mughlai, Desserts, Paan",4.2,2816.0,1250.0
263,263,21st Amendment Gastrobar,"Indiranagar, Bangalore",1700,"North Indian, Fast Food, Chinese, Bar Food, Sichuan, Beverages",4.3,40.0,850.0
264,264,Shelby Rooftop Taproom & Kitchen,"Nagarbhavi, Bangalore",1400,"Asian, North Indian",4.1,6.0,700.0
265,265,Shree Aahar,"HSR, Bangalore",500,"South Indian, North Indian, Chinese, Sandwich, Street Food",3.7,242.0,250.0
266,266,Essence Of Kolkata,"Whitefield, Bangalore",650,"Bengali, Biryani, North Indian, Chinese, Mughlai, Beverages",3.4,224.0,325.0
267,267,CTR Shri Sagar - Since 1920,"Malleshwaram, Bangalore",150,South Indian,4.7,35400.0,75.0
268,268,Rasotsav,"Forum Falcon City Mall, Kanakapura Roaad, Bangalore",1200,"Rajasthani, Gujarati, North Indian, Mithai",4.3,288.0,600.0
269,269,Chowki Multicuisine Restaurant,"Whitefield, Bangalore",700,"North Indian, Chinese, Seafood, Fast Food, Biryani, Sichuan, Desserts, Beverages",4.2,461.0,350.0
270,270,Geist Brewing Co.,"Bhartiya Mall of Bengaluru, Bangalore",1800,"Continental, Italian, North Indian, South Indian, Bar Food, Beverages",0.0,3.0,900.0
271,271,Garden City Beer Collective,"Yelahanka, Bangalore",2000,"Pizza, Continental, Sushi, Asian, South Indian, Pasta, Desserts",4.3,119.0,1000.0
272,272,Limelight - Royal Orchid Hotel,"Royal Orchid Hotel,  Old Airport Road, Bangalore",3500,"Asian, Continental, North Indian, South Indian, Healthy Food, Beverages, Desserts",3.9,2772.0,1750.0
273,273,Chaayos Chai+Snacks=Relax,"Kammanahalli, Bangalore",350,"Tea, Beverages, Sandwich, Street Food",3.3,3613.0,175.0
274,274,Cable Car,"Jayanagar, Bangalore",1200,"Oriental, Continental, Pasta, North Indian, Desserts",4.0,54.0,600.0
275,275,"Cha Cha Cha - Dimsum, Sushi, Stir Fry","Phoenix Marketcity Bangalore, Whitefield, Bangalore",2500,"Asian, Chinese",4.2,167.0,1250.0
276,276,You Mee,"Orion Mall, Malleshwaram, Bangalore",2200,"Asian, Sushi, Japanese, Chinese, Desserts, Beverages",4.4,2791.0,1100.0
277,277,Peep In Cafe,"BTM, Bangalore",300,"Cafe, Coffee, Chinese, Fast Food, Street Food, Shake, Beverages, Desserts",3.9,27.0,150.0
278,278,Isobel,"Jayanagar, Bangalore",700,"Cafe, Continental, Italian, Beverages",4.2,14.0,350.0
279,279,The Big Barbeque,"Marathahalli, Bangalore",2000,"BBQ, Pizza, North Indian, Pasta, Desserts, Beverages",4.4,2120.0,1000.0
280,280,Public - The Rooftop Bar And Kitchen,"Bannerghatta Road, Bangalore",1200,"North Indian, Biryani, Oriental, Pizza, Continental",4.2,257.0,600.0
281,281,Sidewalk Bar & Kitchen,"Marathahalli, Bangalore",1800,"North Indian, Continental, Chinese, Fast Food, Beverages",4.3,3254.0,900.0
282,282,Dishkeyaun,"Forum Rex Walk, Bangalore",2000,"Modern Indian, Biryani, Desserts",3.9,0.0,1000.0
283,283,One Night In Bangkok,"UB City, Bangalore",2500,"Asian, Thai, Desserts, Beverages",3.9,0.0,1250.0
284,284,Sly Granny,"Indiranagar, Bangalore",2500,"Continental, Italian, Salad, Sandwich, Pizza, Middle Eastern, Desserts",4.4,406.0,1250.0
285,285,Chili's American Grill & Bar,"Orion Mall, Malleshwaram, Bangalore",1800,"Continental, Mexican, American, Italian, Desserts, Beverages",4.3,988.0,900.0
286,286,The 13th Floor,"Barton Centre, Bangalore",2500,"North Indian, Asian, Kebab, Chinese, Salad, Beverages, Desserts",4.3,234.0,1250.0
287,287,Spice Terrace - JW Marriott,"JW Marriott Bengaluru, Lavelle Road, Bangalore",3500,"North Indian, Mughlai, Desserts",4.2,0.0,1750.0
288,288,Secret Of Bangalore,"Rajarajeshwari Nagar, Bangalore",1600,"Italian, Continental, Asian, Pizza, Pasta, Desserts, Beverages",4.1,252.0,800.0
289,289,Suku Japanese And Thai Restaurant,"HSR, Bangalore",800,"Japanese, Thai",4.7,416.0,400.0
290,290,Bistro Claytopia,"Koramangala 1st Block, Bangalore",1100,"Cafe, American, Italian, Modern Indian, Continental, Desserts, Beverages",3.7,585.0,550.0
291,291,Madurai Idly Shop,"ITPL Main Road, Whitefield, Bangalore",300,South Indian,3.1,8194.0,150.0
292,292,Pincode 24 Bar & Bistro,"Hebbal, Bangalore",1000,"Bar Food, Continental, North Indian, Burger, Sandwich, Panini, Beverages",0.0,0.0,500.0
293,293,The Spice Studio,"Brookefield, Bangalore",550,"North Indian, Biryani, Chinese",3.9,560.0,275.0
294,294,Spettacolare,"Indiranagar, Bangalore",1000,"Italian, Pizza, Pasta",3.9,0.0,500.0
295,295,Salt - Indian Restaurant Bar & Grill,"Nexus, Koramangala, Bangalore",1800,"North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages",4.6,2150.0,900.0
296,296,Tiger Tiger Brewhouse,"Sarjapur Road, Bangalore",1600,"North Indian, Continental, Oriental, Mughlai, Andhra, European, Beverages, Desserts",4.1,98.0,800.0
297,297,Foxtrot,"Marathahalli, Bangalore",1900,"North Indian, Mughlai, Biryani, Desserts, Beverages",4.2,484.0,950.0
298,298,Reboot The Pub,"Marathahalli, Bangalore",1200,"North Indian, Chinese, Continental, Italian, Biryani, Mughlai, Desserts",4.0,12.0,600.0
299,299,Litti Cafe,"Sarjapur Road, Bangalore",200,"Bihari, North Indian, Street Food, Desserts",3.9,51.0,100.0
300,300,Desi Dawat,"ITPL Main Road, Whitefield, Bangalore",550,"North Indian, Chinese, Street Food",3.7,47.0,275.0
301,301,Bombay Adda,"Koramangala 7th Block, Bangalore",2000,"Continental, North Indian, Asian, Pizza, Fast Food, Kebab, Desserts, Beverages",4.2,0.0,1000.0
302,302,Enne,"Malleshwaram, Bangalore",1000,"South Indian, Andhra, Seafood, Biryani, Continental",3.9,21.0,500.0
303,303,Dyu Art Cafe,"Koramangala 8th Block, Bangalore",850,"Cafe, Continental, Burger, Sandwich, Pizza, Fast Food, Desserts, Beverages",4.3,566.0,425.0
304,304,You Me And Tea,"HSR, Bangalore",400,"Chinese, Biryani, Street Food, Fast Food, Sandwich, North Indian, Tea, Beverages",4.2,997.0,200.0
305,305,Uncle Peter's Pancakes & Cafe,"Domlur, Bangalore",300,"Desserts, Tea, Beverages, Fast Food",4.1,32.0,150.0
306,306,Skyye,"UB City, Bangalore",2200,"Continental, Asian, Thai, Seafood, Italian, Beverages, Desserts",4.3,8.0,1100.0
307,307,Fenny's Lounge And Kitchen,"Koramangala 7th Block, Bangalore",1900,"Mediterranean, Continental, Italian, Desserts, Beverages",4.5,33.0,950.0
308,308,Big Pitcher,"Sarjapur Road, Bangalore",1800,"North Indian, Continental, Mughlai, Chinese, Italian, Biryani, Desserts, Beverages",4.5,1353.0,900.0
309,309,Altitude Kitchen & Bar,"Basaveshwara Nagar, Bangalore",1800,"Chinese, Seafood, North Indian, Kebab, Pizza, Finger Food, Biryani, Desserts",4.2,0.0,900.0
310,310,Aromas Of Biryani,"Jayanagar, Bangalore",1000,"Biryani, North Indian, South Indian",4.3,6012.0,500.0
311,311,La Casa Brewery And Kitchen,"Sarjapur Road, Bangalore",2000,"Continental, North Indian, Mughlai, Chinese, Finger Food, Steak, Desserts, Beverages",4.3,2053.0,1000.0
312,312,Barbeque Nation,"Electronic City, Bangalore",1900,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",4.3,2916.0,950.0
313,313,IGNYT -The Beer Station,"Kumaraswamy Layout, Bangalore",2000,Continental,0.0,0.0,1000.0
314,314,California Burrito,"HSR, Bangalore",450,"Mexican, Healthy Food, American, Salad, Fast Food, Beverages",4.4,16300.0,225.0
315,315,Windmills,"Craftworks, Bangalore",3500,"Continental, North Indian, Mughlai, Kebab, Desserts",4.7,1429.0,1750.0
316,316,Barista Coffee,"Embassy Manyata Business Park,  Nagawara , Bangalore",600,"Cafe, Fast Food, Beverages, Desserts",3.7,292.0,300.0
317,317,Jus' Trufs,"Jakkur, Bangalore",1200,"Cafe, Italian, Fast Food, Pizza, Desserts, Beverages",3.9,1838.0,600.0
318,318,Khmer Kitchen,"JP Nagar, Bangalore",2500,"Chinese, Asian, Thai, Japanese",4.6,1049.0,1250.0
319,319,Zyng - Pan Asian Dining,"Ulsoor, Bangalore",1200,"Asian, Japanese, Korean, Chinese, Thai, Seafood, Desserts",4.3,25.0,600.0
320,320,Café Siri,"Brookefield, Bangalore",250,"North Indian, South Indian, Sandwich, Biryani, Desserts, Beverages, Chinese",4.2,559.0,125.0
321,321,HoverPulse Cafe,"Koramangala 4th Block, Bangalore",300,"Cafe, Coffee, Street Food, Bakery, Beverages",3.8,42.0,150.0
322,322,Sector 144,"Electronic City, Bangalore",1100,"North Indian, Chinese, Kebab, Mughlai, Italian, Fast Food, Desserts, Bar Food",4.4,0.0,550.0
323,323,Karim's Delhi 6 - Since 1913,"St. Marks Road, Bangalore",950,"Mughlai, North Indian, Rolls",3.6,1357.0,475.0
324,324,Sri Manjunatha Cafe,"BTM, Bangalore",200,"South Indian, Chinese, Street Food, Beverages",3.9,17.0,100.0
325,325,Lapis - The Oberoi,"The Oberoi, MG Road, Bangalore",4000,"North Indian, South Indian, Mediterranean, European, American, Italian",4.1,0.0,2000.0
326,326,Aramana Oru Nadan Oonu Kada,"Electronic City, Bangalore",300,"South Indian, Kerala, Seafood",0.0,17.0,150.0
327,327,Blink by Zoca,"Whitefield, Bangalore",1500,"North Indian, Chinese, Thai, Continental",4.0,18.0,750.0
328,328,One Atria Cafe - Radisson Blu Atria,"Radisson Blu Atria, Bangalore",2500,"South Indian, North Indian, Chinese, Biryani",3.8,6.0,1250.0
329,329,Pinxx - Royal Orchid Central,"Royal Orchid Central, MG Road, Bangalore",1900,"Continental, North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages",3.7,246.0,950.0
330,330,Great Room - Holiday Inn Express & Suites,"Hoskote, Bangalore",2000,"North Indian, Chinese, Continental, Biryani, Fast Food, Desserts, Beverages",4.1,450.0,1000.0
331,331,Rajwadi,"Brookefield, Bangalore",600,"North Indian, Rajasthani, Street Food, Biryani, Mithai, Desserts, Shake, Beverages",3.8,12600.0,300.0
332,332,Isar Ji Cafe,"Bommanahalli, Bangalore",200,"North Indian, Chinese, Street Food, Desserts, Beverages",3.7,1139.0,100.0
333,333,The Coffee Brewery,"Indiranagar, Bangalore",800,"Cafe, Coffee, Sandwich, Fast Food, Bakery, Ice Cream, Beverages",0.0,0.0,400.0
334,334,CUR8 - Four Seasons Hotel,"Four Seasons Hotel, RT Nagar, Bangalore",4000,"European, Italian, Pizza, North Indian, Salad",4.4,1.0,2000.0
335,335,HumbleBean Coffee,"Indiranagar, Bangalore",650,"Cafe, Coffee, Bakery, Healthy Food, Desserts, Beverages",3.8,99.0,325.0
336,336,Monk's Bar & Social,"BTM, Bangalore",1000,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages",4.5,8.0,500.0
337,337,Paragon Restaurant - Since 1939,"1 Sobha, Bangalore",1000,"Kerala, Oriental, South Indian, Chinese, Seafood, Desserts, Beverages",4.0,1657.0,500.0
338,338,Haldiram's Sweets And Namkeen,"Basaveshwara Nagar, Bangalore",400,"Mithai, Bakery, Desserts, North Indian, Street Food",3.8,50.0,200.0
339,339,Pizza Hut,"RT Nagar, Bangalore",600,"Pizza, Italian, Pasta, Fast Food, Desserts, Beverages",4.0,8159.0,300.0
340,340,District 6 Pub Brewery & Kitchen,"Malleshwaram, Bangalore",2500,"North Indian, Pizza, Italian, Bar Food, Continental, Asian, Desserts",4.5,42.0,1250.0
341,341,Shao,"Radisson Blu, Marathahalli, Bangalore",3500,"Thai, Japanese, Chinese, Asian, Sichuan, Beverages",4.5,66.0,1750.0
342,342,Arbor Brewing Company,"Brigade Road, Bangalore",1800,"American, Continental, Fast Food, Beverages",4.6,141.0,900.0
343,343,Cafe 1617,"Kalyan Nagar, Bangalore",1000,"Cafe, Coffee, Continental, Chinese, Fast Food, Desserts, Tea, Beverages",3.6,19.0,500.0
344,344,Peepai,"Hebbal, Bangalore",2500,"North Indian, Pizza, Chinese, European, Bar Food, Biryani, Desserts, Beverages",4.5,639.0,1250.0
345,345,We: Neighborhood,"Brigade Road, Bangalore",1400,"European, American, North Indian, Burger, Pizza, Desserts, Beverages",4.3,0.0,700.0
346,346,Down Town Diner,"Brigade Road, Bangalore",750,"Cafe, Coffee, Fast Food, Pizza, Burger, Sandwich, Desserts, Beverages",4.3,0.0,375.0
347,347,Aroma's Hyderabad House,"HSR, Bangalore",950,"Hyderabadi, Biryani, North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages",4.1,12200.0,475.0
348,348,The Spiceberry,"Bellandur, Bangalore",1000,"North Indian, Pasta, Pizza, Continental, Salad, Sandwich, Kebab, Desserts",4.4,48.0,500.0
349,349,Societe Rangoon,"JP Nagar, Bangalore",1000,"Burmese, Asian",0.0,4.0,500.0
350,350,Devaras Restaurant,"Rajajinagar, Bangalore",150,"South Indian, Street Food",0.0,0.0,75.0
351,351,The Aviary,"JW Marriott Bengaluru Prestige Golfshire Resort & Spa, International Airport, Bangalore",3000,"South Indian, North Indian",3.9,0.0,1500.0
352,352,Cafe Morish,"Richmond Road, Bangalore",800,"Continental, Asian, Pizza, Wraps, Sandwich, Burger, Desserts, Beverages",4.2,309.0,400.0
353,353,Babylonia - Global Food & Cocktails,"Koramangala 7th Block, Bangalore",1500,"Continental, North Indian, Asian, Italian, Mughlai, Mediterranean, Bar Food, Desserts",4.5,26.0,750.0
354,354,Seta,"Hilton Bangalore Embassy GolfLinks, Domlur, Bangalore",2500,"Asian, Mediterranean, Chinese, Desserts",4.4,0.0,1250.0
355,355,Lord Of The Drinks,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1700,"Finger Food, Continental, European, North Indian, Italian, Asian, Sichuan",4.0,2.0,850.0
356,356,Rooftop at Raw,"Koramangala 5th Block, Bangalore",1200,"Continental, Italian, Mexican, Pizza, Pasta, Beverages",4.0,1.0,600.0
357,357,Zed The Baker,"Church Street, Bangalore",800,"Bakery, Burger, Pizza, Desserts",4.0,531.0,400.0
358,358,Blue Tokai Coffee Roasters,"Koramangala 5th Block, Bangalore",600,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Sandwich",3.9,52.0,300.0
359,359,Toscano,"Varthur Main Road, Whitefield, Bangalore",1800,"Italian, Pizza, Pasta, Continental, Desserts, Steak, Seafood, Beverages",4.6,3435.0,900.0
360,360,Hakuna Matata,"JP Nagar, Bangalore",1700,"North Indian, Asian, Seafood, Chinese, Biryani, Fast Food, Desserts, Beverages",4.4,4924.0,850.0
361,361,Thelagram,"JP Nagar, Bangalore",800,"North Indian, Street Food, Desserts, Beverages",0.0,58.0,400.0
362,362,Conçu,"Indiranagar, Bangalore",500,"Cafe, Fast Food",4.3,314.0,250.0
363,363,Sherlock's - Lounge & Kitchen,"Yelahanka, Bangalore",2500,"Continental, North Indian, Finger Food, Chinese, Fast Food, South Indian, Desserts, Beverages",4.1,3.0,1250.0
364,364,Öz by Kebapci,"UB City, Bangalore",1800,"Turkish, Mediterranean, Middle Eastern",4.6,0.0,900.0
365,365,Blurred,"Koramangala 5th Block, Bangalore",1000,"North Indian, South Indian, Continental, Chinese",4.1,1.0,500.0
366,366,Oota Bangalore,"Craftworks, Bangalore",1200,"Mangalorean, South Indian, Salad, Desserts",4.9,1112.0,600.0
367,367,Kazé,"Lavelle Road, Bangalore",3500,"Japanese, Sushi, Thai, Asian",4.5,0.0,1750.0
368,368,LUPA,"MG Road, Bangalore",5000,"Mediterranean, European, Italian, Salad, Desserts, Beverages",3.8,0.0,2500.0
